#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x




#####################ARTIFACTS#####################

##slots
mask;Mask;;;;;;;;;;;;;x
book;Books;;;;;;;;;;;;;x

##custom desc
artifact_blacklist;\n\n\n\n§RThis artifact is highly prized by it's owner and will be invulnerable to the foolish attempts of thieves.§!;;;;;;;;;;;;;x
artifact_blacklist_with_death;\n\n\n\n§RThis artifact is highly prized by it's owner and will be invulnerable to the foolish attempts of thieves. This artifact will always be destroyed on death!§!;;;;;;;;;;;;;x

holy_weapon_inspire_effect;\n\n\n\n§GMay inspire friendly troops when wielded personally in battle against other religions.§!;;;;;;;;;;;;;x
holy_weapon_terrify_effect;\n\n\n\n§GMay terrify enemy troops when wielded personally in battle against other religions.§!;;;;;;;;;;;;;x
holy_weapon_definition;§BThis weapon is considered holy by the Christian faith.§!;;;;;;;;;;;;;x


#vanilla overrides

iron_crown_of_lombardy_desc;This jeweled circlet of gold has a central band of iron that was beaten out of a single Nail of the True Cross. It has been used for the coronations of the kings and queens of Lombardy, since.[GetCustomArtifactEffects];Ce cercle en or orné de pierreries a une bande centrale en fer qui a été forgé à partir d'un clou de la Vraie Croix. Depuis, il a été utilisé pour les couronnements des rois et reines de Lombardie.[GetCustomArtifactEffects];Im Zentrum des juwelenbesetzten Goldreifs befindet sich ein Eisenring aus einem der Nägel des Heiligen Kreuzes. Mit ihm ließen sich die Könige und Königinnen der Lombardei seither krönen.[GetCustomArtifactEffects];;Esta corona de oro adornada con joyas tiene una lámina central de hierro que se moldeó a partir de un solo clavo de la santa cruz. Desde entonces, se ha utilizado para las coronaciones de los reyes y reinas de Lombardía.[GetCustomArtifactEffects];;;;;;;;;x
iron_crown_of_lombardy_effect;\n\n\n\n§BWill always remain with the King or Emperor of Italy unless Italy is a subject of the Holy Roman Empire or does not exist, in which case the Holy Roman Emperor will take possession. If no suitable candidates are found, the Pope will hold it until there is one.§!\n§RThis artifact is highly prized by it's owner and will be invulnerable to the foolish attempts of thieves.§!;;;;;;;;;;;;;x

crown_of_thorns_activation;Must have at least one virtue and no sins;;;;;;;;;;;;;x

strange_chest_desc;This strange chest has been made out of an unknown type of metal. Despite not being able to open it, you can clearly tell the chest is not empty.[GetCustomArtifactEffects];Cet étrange coffre est d'un type inconnu de métal. Bien que vous n'arriviez pas à l'ouvrir, vous pouvez clairement dire qu'il n'est pas vide.[GetCustomArtifactEffects];Diese ungewöhnliche Truhe besteht aus einem unbestimmbaren Metall. Obwohl sie sich nicht öffnen lässt, steht für Euch fest, dass sie keineswegs leer ist.[GetCustomArtifactEffects];;Este extraño cofre está fabricado con un metal desconocido. A pesar de no ser capaz de abrirlo, sabes con certeza que no está vacío.[GetCustomArtifactEffects];;;;;;;;;x
strange_chest_effect;\n\n\n\n§RThis artifact is highly prized by it's owner and will be invulnerable to the foolish attempts of thieves.§!;;;;;;;;;;;;;x

#holy weapons

spear_of_destiny_desc;The spear that the Roman soldier Longinus thrust into the side of Jesus, as he hung from the cross, to ensure that Christ was dead. The miraculous combination of blood and water flowed from the wound and coated the lance.[GetCustomArtifactEffects];La lance que le soldat romain Longinus enfonça dans le flanc de Jésus, pendant qu'il était sur la croix, pour s'assurer que le Christ était mort. La combinaison miraculeuse du sang et de l'eau coulant de la plaie a recouvert la lance.[GetCustomArtifactEffects];Der Speer, den der römische Soldat Longinus dem gekreuzigten Jesus in die Seite stach, um zu überprüfen, ob dieser wirklich tot sei. Eine wundersame Mischung aus Wasser und Blut trat aus der Wunde aus und bedeckt seither den Speer.[GetCustomArtifactEffects];;La lanza que el soldado romano Longino clavó en el costado de Jesús mientras colgaba de la cruz para asegurarse de que Cristo estaba muerto. La milagrosa mezcla de sangre y agua brotó de la herida y cubrió la lanza.[GetCustomArtifactEffects];;;;;;;;;x
spear_of_destiny_effect;\n\n\n\n§GMay inspire friendly troops when wielded personally in battle against other religions.§!\n§BThis weapon is considered holy by the Christian faith.§!;;;;;;;;;;;;;x

sword_of_mohammad_desc;This fine and richly-decorated blade is of the Prophet's nine swords: Al-'Abd, Al-Ma'thur, Al-Rasub, Al-Battar, Hatf, Qal'i, Dhu al-Faqar, Al-Mikhdham, and Al-Qadib.[GetCustomArtifactEffects];Cette belle lame richement décorée est l'une des neuf épées du Prophète: Al-'Abd, Al-Ma'thur, Al-Rasub, Al-Battar, Hatf, Qal'i, Dhu al-Faqar, Al-Mikhdham, and Al-Qadib.[GetCustomArtifactEffects];Das reich verzierte, schön geschmiedete Schwert ist eines der neuen Schwerter des Propheten: Al-'Abd, Al-Ma'thur, Al-Rasub, Al-Battar, Hatf, Qal'i, Dhu al-Faqar, Al-Mikhdham und Al-Qadib.[GetCustomArtifactEffects];;Esta hoja fina y suntuosamente decorada es de una de las nueve espadas del profeta: Al-'Abd, Al-Ma'thur, Al-Rasub, Al-Battar, Hatf, Qal'i, Dhu al-Faqar, Al-Mikhdham y Al-Qadib.[GetCustomArtifactEffects];;;;;;;;;x
sword_of_mohammad_effect;\n\n\n\n§GMay inspire friendly troops when wielded personally in battle against other religions.§!\n§BThis weapon is considered holy by the Muslim faith.§!;;;;;;;;;;;;;x

mjolnir_desc;A strangely short-hafted hammer that looks as if it might have been flawed during production. It bears a striking resemblance to the hammer wielded by Thor, the Thundergod, as told in myth.[GetCustomArtifactEffects];Un marteau étrangement court dont on pourrait croire que sa création a été défectueuse. Il a une ressemblance frappante avec le marteau de Thor, le Dieu du Tonnerre, comme dit dans le mythe.[GetCustomArtifactEffects];Ein Hammer mit ungewöhnlich kurzem Stiel, der beinahe so wirkt, als handele es sich um einen Fehler bei der Fertigung. Er weist eine unverkennbare Ähnlichkeit mit dem Hammer auf, den der Donnergott Thor den Mythen zufolge verwendet.[GetCustomArtifactEffects];;Un martillo extrañamente corto que da la sensación de ser defectuoso. Tiene un parecido sorprendente con el martillo manejado por Thor, el dios del trueno, tal y como lo describe la leyenda.[GetCustomArtifactEffects];;;;;;;;;x
mjolnir_effect;\n\n\n\n§GMay terrify enemy troops when wielded personally in battle against other religions.§!\n§BThis weapon is considered holy by the Germanic faith.§!;;;;;;;;;;;;;x

axe_of_perkunas_desc;This stone axe strongly resembles the axe of Perkunas himself, as described in myth. Though not terribly useful in personal combat, you feel more confident in your military decisions while holding it...[GetCustomArtifactEffects];Cette hache en pierre ressemble fortement à la hache de Perkunas lui-même, telle que décrite dans le mythe. Bien que peu utile en combat personnel, vous vous sentez plus confiant[Root.GetNoneE] dans vos décisions militaires lorsque vous le tenez...[GetCustomArtifactEffects];Diese Steinaxt zeigt große Ähnlichkeit mit der Axt, die den Legenden zufolge von Perkunas persönlich geführt wurde. Für den Zweikampf ist sie nicht geeignet, aber wenn Ihr sie haltet, fühlt Ihr Euch sicherer in der militärischen Entscheidungsfindung.[GetCustomArtifactEffects];;Esta hacha de piedra se parece mucho al hacha del propio Perkunas, tal y como se describe en la leyenda. Aunque no es muy útil en el combate cuerpo a cuerpo, sientes más seguridad en tus decisiones militares mientras la sostienes...[GetCustomArtifactEffects];;;;;;;;;x
axe_of_perkunas_effect;\n\n\n\n§GMay inspire friendly troops when wielded personally in battle against other religions.§!\n§BThis weapon is considered holy by the Baltic faith.§!;;;;;;;;;;;;;x

axe_of_perun_desc;This exquisite bearded axe is adorned with the symbol of Perun himself: a lightning bolt. It seems to be the Thundergod's very own weapon![GetCustomArtifactEffects];Cette belle hache barbue est ornée du symbole de Péroun: un éclair. Il semble que ce soit l'arme du Dieu du Tonnerre![GetCustomArtifactEffects];Diese vorzügliche Bartaxt ist verziert mit dem persönlichen Symbol Peruns, dem Donnerkeil. Es scheint sich bei ihr um diejenige Waffe zu handeln, die der Gott des Donners selbst führte![GetCustomArtifactEffects];;Este exquisito skeggox está adornado con el símbolo de Perún: un rayo. ¡Parece ser la mismísima arma del dios del trueno![GetCustomArtifactEffects];;;;;;;;;x
axe_of_perun_effect;\n\n\n\n§GMay inspire friendly troops if wielded personally in battle against other religions.§!\n§BThis weapon is considered holy by the Slavic faith. The Slavic people demand a warrior [From.Owner.GetTitle], the weilder must prove their strength against challengers to keep the axe.§!\n§RThis artifact is highly prized by it's owner and will be invulnerable to the foolish attempts of thieves.§!;;;;;;;;;;;;;x

sampo_desc;A strangely well-crafted quern, bearing a striking resemblance to the Mill of Fortune. It is said to be able to produce gold, flour and salt from nothing at all.[GetCustomArtifactEffects];Un moulin à bras étrangement bien travaillé, ressemblant de façon frappante au Moulin de la Fortune. On dit qu'il est capable de produire de l'or, de la farine et du sel à partir de rien.[GetCustomArtifactEffects];Ein ungewöhnlich sorgfältig gearbeiteter Mühlstein mit einer verblüffenden Ähnlichkeit zur Zaubermühle. Wie es heißt, kann sie Gold, Mehl und Salz mahlen, ohne dass man sie jemals füllen müsste.[GetCustomArtifactEffects];;Un molinillo de mano sumamente bien elaborado, con un parecido sorprendente al molinillo de la fortuna. Se dice que es capaz de fabricar oro, harina y sal de la nada.[GetCustomArtifactEffects];;;;;;;;;x
sampo_effect;\n\n\n\n§RThis artifact is highly prized by it's owner and will be invulnerable to the foolish attempts of thieves.§!;;;;;;;;;;;;;x

andvaranaut_desc;This beautiful golden ring seems to make wealth flood to its owner, though all know Andvari's Curse draws ever closer...[GetCustomArtifactEffects];Ce bel anneau en or semble faire apporter la richesse à son propriétaire, bien que tous savent que la malédiction d'Andvari se rapproche de plus en plus...[GetCustomArtifactEffects];Dieser schöne goldene Ring sorgt offenbar dafür, dass dem Besitzer der Reichtum buchstäblich zufließt, doch jedem ist bekannt, dass dabei auch Andvaris Fluch näher und näher rückt ...[GetCustomArtifactEffects];;Este precioso anillo de oro parece inundar a su dueño de fortuna, aunque todos saben que la maldición de Andvari se acerca...[GetCustomArtifactEffects];;;;;;;;;x
andvaranaut_effect;\n\n\n\n§GWill create gold every two years, for a price.§!;;;;;;;;;;;;;x







##Christian





##Muslim

##Jewish

hezekiahs_hammer;Hezekiah's Hammer;;;;;;;;;;;;;x
hezekiahs_hammer_desc;The hammer used by Hezekiah, the 13th King of Judea, to banish paganism from his realm.[GetCustomArtifactEffects];;;;;;;;;;;;;x
hezekiahs_hammer_effect;\n\n\n\n§GMay inspire friendly troops when wielded personally in battle against other religions.§!\n§BThis weapon is considered holy by the Jewish faith.§!;;;;;;;;;;;;;x
menorah;The Menorah;;;;;;;;;;;;;x
menorah_desc;This seven-branched candelabrum is one of the oldest symbols of the Jewish faith since the foundation of the first temple.;;;;;;;;;;;;;x 
maccabean_shield;Maccabean Shield;;;;;;;;;;;;;x
maccabean_shield_desc;A shield used by the Maccabean leaders of the Selucid revolt in Judea.;;;;;;;;;;;;;x
himyarite_mask;Himyarite Mask;;;;;;;;;;;;;x
himyarite_mask_desc;Abu Karab was the Himyarite king of Yemen and one of the first of several kings of Arabia to convert to Judaism.;;;;;;;;;;;;;x
priestly_breastplate;Priestly Breastplate;;;;;;;;;;;;;x
priestly_breastplate_desc;A Sacred breastplate worn only by the High Priest of the Israelites, the stones were used to determine God's will in a particular situation.[GetCustomArtifactEffects];;;;;;;;;;;;;x
priestly_breastplate_effect;\n\n\n\n§RWill cause displeasure with the Jewish Priesthood if worn by someone other than the Religious Head.§!;;;;;;;;;;;;;x
brass_snake;Brass Snake;;;;;;;;;;;;;x
brass_snake_desc;Believed to possess great healing powers, this broken brass figurine traces its origins back to the old heresies of Judea.;;;;;;;;;;;;;x

##Zoroastrian

##Germanic
gungnir;Gungnir;;;;;;;;;;;;;x
gungnir_desc;The legendary spear of Odin. Appeared during his champion's time of need.[GetCustomArtifactEffects];;;;;;;;;;;;;x
gungnir_effect;\n\n\n\n§GA Germanic army will rally to the wielder when declaring war on other religions.§!\n§BThis weapon is considered holy by the Germanic faith.§!;;;;;;;;;;;;;x
gungnir_allow;Is a member of the Original Owner's Dynasty;;;;;;;;;;;;;x
odins_eye;Odin's Eye;;;;;;;;;;;;;x
odins_eye_desc;A small orb recieved from the Allfather. Has the power to reveal both the known and unknown.[GetCustomArtifactEffects];;;;;;;;;;;;;x
