#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
nick_the_peculiar;the Peculiar; ; ;; ;;;;;;;;;x
nick_the_potbelly;the Potbelly; ; ;; ;;;;;;;;;x
nick_the_one_eyed;the One-Eyed; ; ;; ;;;;;;;;;x
nick_the_grim;the Grim;;;;;;;;;;;;;x
nick_the_strict;the Strict;;;;;;;;;;;;;
nick_the_fanged;the Fanged;;;;;;;;;;;;;
nick_the_battle_decliner;the Battle Decliner;;;;;;;;;;;;;
nick_the_idiot;the Idiot;;;;;;;;;;;;;
nick_the_book_lover;the Book Lover;;;;;;;;;;;;;
nick_the_short_changer;the Short Changer;;;;;;;;;;;;;
nick_the_fart;the Fart;;;;;;;;;;;;;
nick_the_bellringer;the Bellringer;;;;;;;;;;;;;
nick_the_bitten;the Bitten;;;;;;;;;;;;;
nick_the_leprous;the Leprous;;;;;;;;;;;;;
nick_the_trembler;the Trembler;;;;;;;;;;;;;
nick_the_crazy;the Crazy;;;;;;;;;;;;;
nick_the_mild;the Mild;;;;;;;;;;;;;
nick_the_bad_entertainer;the Bad Entertainer;;;;;;;;;;;;;
nick_the_lousy;the Lousy;;;;;;;;;;;;;
nick_the_impotent;the Impotent;;;;;;;;;;;;;
nick_the_luxurious;the Luxurious;;;;;;;;;;;;;
nick_the_debonaire;the Debonaire;;;;;;;;;;;;;
nick_the_good_for_nothing;the Good-for-Nothing;;;;;;;;;;;;;
nick_the_titbit;the Titbit;;;;;;;;;;;;;
nick_the_caped;the Caped;;;;;;;;;;;;;
nick_the_big_nest;the Big Nest;;;;;;;;;;;;;
nick_the_hairy;the Hairy;;;;;;;;;;;;;
nick_the_elbow_high;the Elbow-High;;;;;;;;;;;;;
nick_the_ancient;the Ancient;;;;;;;;;;;;;
nick_the_stark;the Stark;;;;;;;;;;;;;
nick_the_lawful;the Lawful;;;;;;;;;;;;;
nick_the_innocent;the Innocent;;;;;;;;;;;;;
nick_the_mouse;the Mouse;;;;;;;;;;;;;
nick_the_keen;the Keen;;;;;;;;;;;;;
nick_the_competent;the Competent;;;;;;;;;;;;;
nick_the_dapper;the Dapper;;;;;;;;;;;;;
nick_the_commoner;the Commoner;;;;;;;;;;;;;
nick_the_soothsayer;the Soothsayer;;;;;;;;;;;;;
nick_the_hospitable;the Hospitable;;;;;;;;;;;;;
nick_the_executioner;the Executioner;;;;;;;;;;;;;
nick_the_plain;the Plain;;;;;;;;;;;;;
nick_the_soulsaver;the Soulsaver;;;;;;;;;;;;;
nick_the_sickly;the Sickly;;;;;;;;;;;;;
nick_the_wine_barrel;the Wine Barrel;;;;;;;;;;;;;
nick_the_aggressor;the Aggressor;;;;;;;;;;;;;
nick_the_breaker_of_chains;the Breaker of Chains;;;;;;;;;;;;;
nick_the_lusty_leper;the Lusty Leper;;;;;;;;;;;;;
nick_the_demented;the Demented;;;;;;;;;;;;;
nick_the_enlightened;the Enlightened;;;;;;;;;;;;;
nick_the_wife_thief;the Wife Thief;;;;;;;;;;;;;
nick_the_cold;the Cold;;;;;;;;;;;;;
nick_the_heartless;the Heartless;;;;;;;;;;;;;
nick_the_gullible;the Gullible;;;;;;;;;;;;;
